tweet_id,writer,post_date,body,comment_num,retweet_num,like_num
550454439950053377,DcSlumdog,1420073540,Jeff Bezos lost $7.4 billion in Amazon's worst year since 2008  ................................           http://on.wsj.com/1Acvuo6 $AMZN,0,0,0
550455355134578688,BoilerWarrior,1420073758,"http://StockAviator.com....Top penny stocks, NYSE, and NASDAQ trades from the stock market today. +296% last week.   $KGC $ERBB $F $MSFT",0,0,0
550455384734183424,StocksThatDoubl,1420073765,Want alerts for momentum stocks about to run? SUBSCRIBE: http://BiloSelhi.com   $RDHL $AAPL $XOM $MSFT $INTC $AMZN,0,0,0
550455534324047873,caroltheva,1420073801,Sneaky techniques for an Options trading edge http://bit.ly/OptGueTac $CMG $TSLA $BIDU,0,0,0
550455644403167233,RiggyQueen,1420073827,"Jeff Bezos lost $7.4 billion in Amazon's worst year since 2008: http://on.wsj.com/1Acvuo6 $AMZN""",0,0,0
550456184957067264,itassessors,1420073956,Jeff Bezos lost $7.4 billion in Amazon's worst year since 2008: http://on.wsj.com/1Acvuo6 $AMZN,0,0,0
550456665607122944,t_nathan95,1420074070,Had a down day of -.66%. Worst performer was $AAPL down -1.9% and best was $SBUX up _.32%. #Performance #Transparency,0,0,0
550458273850470401,OUDMG,1420074454,RT WSJ: Jeff Bezos lost $7.4 billion in Amazon's worst year since 2008: http://on.wsj.com/1Acvuo6  $AMZN,0,0,0
550458700402413569,BoogieColin,1420074555,"Lol ""@WSJ: Jeff Bezos lost $7.4 billion in Amazon's worst year since 2008: http://on.wsj.com/1Acvuo6 $AMZN""",0,0,0
550459042787651584,petergo99037185,1420074637,"YR %,  /-, $TSLA  47.85%, $FB  42.77%, $TWTR -43.64%, $AAPL  37.72%, $GLD -2.19%, $SLV -19.51%, Wti Crude $OIL -41.11%, @NG.1 NatGas -33.12%",0,0,0
550460156832522241,teslaliving,1420074903,2014 - The year of the Model S http://wp.me/p4oQs3-jZ #Tesla @TeslaMotors $TSLA $SCTY @SolarCity @Teslaownerblog,0,0,1
